폰모델 제목,가격,등록시간,내용
아이폰SE2 블랙 64GB 무잔상 배터리성능93%,224000,2022-07-08,"제품정보

번호 : 167238 (문의하실때 말씀해주시면 바로 확인가능합니다)

가격 : 224.000원

모델명 : A2296 (아이폰SE2 블랙 64GB)

색상 : 블랙

최초통신사 : (통신사 상관없이 사용가능합니다!)

리퍼기간: 리퍼만료

용량 : 64GB

배터리성능: 93%

구성품 : 강화유리필름+젤리케이스

​

제품설명

액정 깨끗합니다 +무잔상

테두리+뒷면 생활기스 있습니다 사진참고해주세요

기능모두정상 모든통신사 호환

선택약정 25% 할인됩니다

모든제품 검수완료 / 기능이상시 7일이내 교환/환불가능 ( 단순변심/ 고객과실제외)

​

거래방식

1. 직거래 ( 신중동역3번출구 도보3분)

2. 택배거래 (+4,000원)

3. 퀵거래 (금액문의)

​

업체정보 및 연락처

&lt; 중고나라 신중동중고폰 &gt;

주소지 : 차량 ) 부천시 길주로 284 헤리움 메트로 타워 219호 누베베 한의원 옆

( 지하주차장 1시간무료)

도보 ) 신중동역 3번출구 나오셔서 좌회전 직진100미터

영업시간 : 오전 11:00 ~ 21:00 ( 제품문의는 24:00 까지 가능 )

연락처 : 010-8223-0708

​

​A2296,아이폰SE264GB,아이폰SE264GB최저가,부천아이폰SE264GB,경기도아이폰SE264GB,중고폰구매,부천아이폰중고폰판매

​

■구 성 품 단 품 추 가 구 매 시 ■

1)충전기 : 5,000원

2)충전5핀케이블 : 3,000원

충전C핀케이블 : 4,000원

3)강화필름 : 3,000원

4)젤리케이스 : 3,000원

5)변환젠더 : 1,000원

6)스마트링 : 2,000원

7)이어폰 :5000원

8)유심핀,젠더:2000원"
아이폰 X 64GB 정상해지 저렴(배터리100%교체),220000,2022-07-08,"아이폰 X 64GB  정상해지 저렴(배터리100%교체) - 22만원


화이트 / 알뜰폰 및 모든통신사 호환 됩니다
구성품은 없는 단품입니다
액정 앞면 뒷면 자잘 기스 있고 
테두리 찍힘 기스 있습니다
화면 무잔상 번인없습니다 / 검은점 하나 있습니다
기능 모두 다 정상입니다 
배터리효율 100프로 / 배터리 교체 했습니다
선택약정 25%요금할인 가능합니다 
정상적으로 해지된 확정기변 전산기변 가능한상태입니다
유심끼우시고 바로 쓰실수 있습니다

​거래방식은 직거래 택배거래 가능합니다 
직거래는 서울 마포 공덕역 가능합니다
새벽2시까지는 거래가능합니다 
빠른거래 우선입니다 확실한 거래 약속 부탁드립니다!!

연락처 : o1o .3936. 4841"
아이폰XR 블랙 128GB 무잔상 공기계 부천,274000,2022-07-08,"제품정보

​번호 : 167218 (문의하실때 말씀해주시면 바로 확인가능합니다)

​가격 : 274.000원​

모델명 : A2105 (아이폰XR 128GB)

​색상 : 블랙

​최초통신사 : (통신사 상관없이 사용가능합니다!)

​리퍼기간 : 리퍼만료

​용량 : 128GB

​배터리성능: 85%

​구성품 : 강화유리필름+젤리케이스

​

​제품설명

액정+테두리 생활기스 무잔상

뒷면 깨끗합니다 사진참고해주세요

기능모두정상 모든통신사 호환

공기계 ​선택약정 25% 할인됩니다

​모든제품 검수완료 / 기능이상시 7일이내 교환/환불가능 ( 단순변심/ 고객과실제외)

​

​​거래방식

​1. 직거래 ( 신중동역3번출구 도보3분)

​2. 택배거래 (+4,000원)

​3. 퀵거래 (금액문의)

​

​업체정보 및 연락처

​&lt; 중고나라 신중동중고폰 &gt;

​주소지 : 차량 ) 부천시 길주로 284 헤리움 메트로 타워 219호 누베베 한의원 옆

​( 지하주차장 1시간무료)

​도보 ) 신중동역 3번출구 나오셔서 좌회전 직진100미터

​영업시간 : 오전 11:00 ~ 21:00 ( 제품문의는 24:00 까지 가능 )

​연락처 : 010-8223-0708

​
​

​A2105,아이폰XR128GB,신중동역아이폰XR128GB,부천아이폰XR128GB,경기도아이폰XR128GB,중고폰구매 ,부천아이폰중고폰 판매

​

​■구 성 품 단 품 추 가 구 매 시 ■

​1)충전기 : 5,000원

2)충전5핀케이블 : 3,000원

충전C핀케이블 : 4,000원

3)강화필름 : 3,000원

4)젤리케이스 : 3,000원

5)변환젠더 : 1,000원

6)스마트링 : 2,000원

7)이어폰 :5000원

8)유심핀,젠더:2000원
"
아이폰13미니 256기가 팝니다,820000,2022-07-08,"아이폰13미니 256기가 팝니다
사진 보다시피 충격 한번도 간적 없어요
수리이력 없고 깨끗 합니다
256기가라 왠만한 노트북보다 용량 커요
직거래 지역은 부산 입니다
"
미개봉)아이폰13프로맥스 128G 자급제(블랙),1350000,2022-07-08,"22년제조제품.아이폰13프로맥스 128기가 그라파이트 미개봉새제품입니다.자급제공기계입니다.3사구분없이 사용가능합니다.

135만원(절충X,교환X,페이결제X).구의역쪽직거래가능합니다.신용후기정확합니다.업자나 특히외국인극구사절합니다 연락주지마세요.01057399353"
미개봉)아이폰12미니 128G 자급제폰(그린),670000,2022-07-08,"아이폰12미니 128기가 미개봉새제품입니다.자급제폰공기계로 제약없이 사용가능하고 애플케어플러스가입도가능합니다.색상은 그린 마지막1대입니다.67만원(절충X,교환X,페이결제X).구의역쪽직거래가능합니다.01057399353"
미개봉)아이폰12미니 64G 블루 새제품,550000,2022-07-08,"각1대씩입니다.보시고 알려주세요.신용후기정확하니까 불필요한문의는 사양합니다.

1.아이폰12미니 64기가 블루 - 어제구매일입니다.미개봉새것이구요 3사구분없이 유심기변으로사용가능합니다.55만원

2.아이폰12미니 64기가 블루 - 미개봉새것이고 의무기간지나고 정상해지처리다되어서 자급제폰공기계입니다.3사확정기변 및 25%선택약정가입 모두 다 가능합니다.57만원

직거래는 구의역쪽이구요 택배거래시 배송비는 별도입니다."
새제품)아이폰12미니 64G 자급제공기계(미사용),550000,2022-07-08,"22년4월말출고제품입니다.아이폰12미니 64G 화이트 단순개봉새제품입니다.무약정공기계이고 자급제로 다 풀려있습니다.안심하시고사용하세요.유심기변용제품아닙니다.55만원(절충불가,교환불가,페이결제불가).구의역쪽직거래가능 직거래금액입니다.01057399353"
"미개봉)아이폰13미니 128G 자급제+케이스,유리포함",830000,2022-07-08,"아이폰13미니 128기가 그린,미드나이트,스타라이트 각1대씩 자급제폰 미개봉새것입니다.22년최신제조제품입니다.제약없이 사용가능합니다.애플케어플러스가입도가능합니다.박스풀셋+케이스+강화유리포함입니다.83만원씩(절충X,교환X,페이결제X).구의역쪽직거래가능합니다.신용후기정확합니다.01057399353"
소장용)아이폰XS맥스 512G 골드 베터리100%,700000,2022-07-08,"원래 판매가아닌 개인소장하려고했던제품입니다.구하기정말어려운제품입니다.아이폰XS맥스 512기가 골드입니다.제일중요한점 사설교체이력당연히없고 원래꺼 정품으로그대로 베터리효율100%입니다.

외부에 당연히 기스없습니다.케이스도함께드릴께요.저도어렵게구한제품입니다.네고없이 70만원 절충은 불가합니다.3사확정기변가능하구요 선택약정쓰시면 그대로 사용하시면가능합니다.

보증은만료되었으나 이상없는양품이라 특이사항없습니다.구의역쪽직거래가능합니다.01057399353"
"새제품,소장품)아이폰XR 64G 블랙(구버전가능)",360000,2022-07-08,"리퍼폰아님,사설에서베터리교체폰아님.아이폰XR 64기가 블랙 박스풀셋(강화유리 및 케이스포함) 새제품입니다.개인소장품입니다.버전도 업데이트안해서 12점대로 해킹탈옥도가능한 구하기힘든버전입니다.당연히 베터리효율100%입니다.

자급제공기계로 확정기변,선택약정등등 모두가능합니다.구하기힘든제품입니다.36만원(절충X,교환X,페이결제X).구의역쪽직거래가능합니다.택배거래는반품불가조건만수용하고 배송비는별도입니다.신용후기정확함.01057399353"
미개봉)아이폰12 64G 마지막1대남음,670000,2022-07-08,"아이폰12 64기가 미개봉새제품입니다.개봉후에 보증2년이고 애플케어플러스가입도가능합니다.3사구분없이 유심기변으로사용가능합니다.선택약정사용중이면 그대로 사용가능합니다.알뜰폰사용도가능합니다.67만원(절충X,교환X,페이결제X).구의역쪽직거래가능합니다.01057399353"
아이폰13프로 미사용 자급제 128G 알파인그린,1260000,2022-07-08,"모델명 - 아이폰 13프로

색상 - 알파인그린

저장공간 - 128 G

제조년월 - 2022 년도 05 월

제품활성화 : 2022 년도 05 월 21일

등급 - 미사용 자급제

1406"
새기계급 자급제 아이폰13프로맥스256팝니다,1380000,2022-07-08,"자급제폰입니다 확정기변 유심기변 25%선택약정가능합니다
무상리퍼 올해부터 2년이라는말도있고1년이란말도있고 
1년이면22월10월까지이구요 2년이면23년10월까지입니다
정말깨끗이사용하여 찍힘 기스없이 새기계급입니다
배터리100%입니다 구성품전부다있으며 미사용입니다
박스만없습니다
3사통신사 알뜰폰 선불폰 모두개통가능합니다
5G LTE모두사용가능합니다
상봉에서직거래합니다"
아이폰13프로맥스 미개봉,1250000,2022-07-08,"아이폰 미개봉 미개통 자급제 입니다
기가 128기가
색상 블랙
급처라서 싸게 팝니다 
13미니 추금 받고 상태보고 교환합니다
택배 거래는 선입금만 받습니다"
자급제 아이폰13미니 128GB 스타라이트,700000,2022-07-08,"제조년월 21년도 10월 입니다.
유심만 꽂으시면 바로 사용 가능합니다 :)
상태 굉장히 좋습니다. 외관 찍힘, 빛받으면 보이는 실기스 외에 손상된 부분 없이 상태 s급 입니다. 배터리성능 95퍼센트!
풀구성품으로 저반사지문방지필름 1매, 케이스 1개 같이 드립니다.
사진 그대로이며 궁금하신건 문의주세요"
아이폰 X 교환 원해요,100000,2022-07-08,"아이폰 X ( 64g ) 실버 색상 가지고 있습니다 !
저는 아이폰 se3 & 아이폰 11 & z플립 (2) 만 교환 받고 있습니다 ! 색상은 레드 빼고는 웬만하면 다 받아용

거래시 비대면 거래로 진행되며
교환하러 채팅 주시는 분이 직접 제 동네로 와주셔야 합니다 ( 서울시 노원구 중계동 입니다 )"
아이폰8부품용,50000,2022-07-08,"아이폰8 로즈골드 64G
침수 보드불. 부품용 묻지마용
부팅안되고 배터리 몇퍼 모릅니다. 
가끔은 켜지나 고장이므로 신중히
판단하시기 바라며 반품횐불X
문자 응 3603-칠칠48"
아이폰 12미니 MINI 64GB S급 깔끔 정상해지,450000,2022-07-08,"아이폰 12미니 MINI 64GB S급 깔끔 정상해지 - 45만원


화이트 / 알뜰폰 및 모든통신사 호환 됩니다
구성품은 없는 단품입니다
액정 뒷면 테두리 기스없이 깔끔
화면 무잔상 번인없고 휴대폰 외부나 내부적으로 컨디션좋습니다
기능모두 정상  -배터리효율 85%입니다-
개통일 2020년 11월 26일 이고
개통일로 부터 2년 리퍼남아있습니다
선택약정 25%요금할인 가능합니다 
정상적으로 해지된 확정기변 전산기변 가능한상태입니다
유심끼우시고 바로 쓰실수 있습니다

​거래방식은 직거래 택배거래 가능합니다 
직거래는 서울 마포 공덕역 가능합니다
새벽2시까지는 거래가능합니다 
빠른거래 우선입니다 확실한 거래 약속 부탁드립니다!!

연락처 : o1o .3936. 4841"
아이폰 12미니 MINI 64GB A-급 정상해지,430000,2022-07-08,"아이폰 12미니 MINI 64GB A-급 정상해지 - 43만원

화이트 / 알뜰폰 및 모든통신사 호환 됩니다
구성품은 없는 단품입니다
액정 앞면 깔끔 / 뒷면깔끔  / 테두리 깔끔 스크래치 3군데 사진으로 확인 하시면 됩니다
화면 무잔상 번인없고 휴대폰 외부나 내부적으로 컨디션좋습니다
기능모두 정상  -배터리효율 86%입니다-
개통일 2020년 12월 5일 이고
개통일로 부터 2년 리퍼남아있습니다
선택약정 25%요금할인 가능합니다 
정상적으로 해지된 확정기변 전산기변 가능한상태입니다
유심끼우시고 바로 쓰실수 있습니다

거래방식은 직거래 택배거래 가능합니다 
직거래는 서울 마포 공덕역 가능합니다
새벽2시까지는 거래가능합니다 
빠른거래 우선입니다 확실한 거래 약속 부탁드립니다!!

연락처 : o1o .3936. 4841"
"아이폰se3 128G 스타라이트,미드나이트 자급제미개봉",600000,2022-07-08,"애플코리아 공식제품 자급제 미개봉이며, 애플케어플러스 가입가능하고 구매영수증 있습니다
스타라이트하고 미드나이트 한개씩있으며, 개당 가격입니다
직거래는 역삼 동영문화센터 부근입니다."
"애플 아이폰13 512G 그린,미드나이트 자급제 미개봉",1270000,2022-07-08,"애플코리아 공식제품 자급제 미개봉 애플케어플러스 가입가능하고 그린,미드나이트 있으며, 개당 가격입니다.
직거래는 역삼이마트 부근입니다."
아이폰xr128,280000,2022-07-08,128기가 생활기스정도있어요!
아이폰X (아이폰10) A급! 64GB 풀패키지,290000,2022-07-08,"아이폰X (아이폰10) A급! 64GB 판매합니다

 

2년반 정도 사용했고 그 뒤로는 사용하고 있지 않습니다.

 

세컨폰으로 사용했던 폰이고, 사설수리 및 수리내역 없습니다.

개통이후 보호 케이스에서 한번도 꺼내지 않아 깨끗합니다.

 

구매당시에 받은 충전기, 라이트닝 케이블, 이어폰 사진에서 보시다시피 하나도 건드리지 않았고, 같이 제공해드립니다.

독립문, 신촌, 종로, 여의도 쪽에서 직거래 가능합니다.

 

가격은 29만원 생각하고 있습니다.

연락주세요 010-9788-7619

"
아이폰11 퍼플 64기가 팔아요^^,424000,2022-07-08,"전체적으로 상태 아주깨끗하구요~
액정기스 뒤판기스 잔상 전혀없습니다
테두리 사용감 미세하게 있습니다
베터리효율84%구요
구매시 젤리범퍼케이스 강화필름 서비스 드립니다
직거래 안전거래 택배거래 다 가능하구요
모든기종 다량 보유 중이니 문의 많이주세요^^"
풀구성품,70000,2022-07-08,
아이폰SE2 128g S급 화이트 강원아이폰se2,219000,2022-07-08,"• 아이폰SE2 128g 화이트 2963 판매합니다( 4g lte 선불유심 알뜰유심 전부 그대로 사용 가능합니다)

• 제 모든 휴대폰 사진은 실사입니다 

• 외관보시면 상태는 전체적으로 깔끔합니다 테두리 사진보시면 아래테두리 왼쪽에 찍힘 외 깨끗합니다 액정은 깨짐없고 미세기스 하나 외 깨끗합니다 강화유리 깔끔하게 붙혀드리겠습니다^^ 뒷판은 깨짐없고 깔끔합니다 흰화면 보시면 잔상없고 백화없습니다 참고하세요 —>중고폰 특성상 미세한 생활기스 있을수 있습니다 (사진에서 꼭 확인해주세요^^) 

• 배터리 80%입니다

• 정상해지 공기계이고 3사 전부 유심만 꽂으면 사용가능하며 25% 약정할인 가능합니다 

• 터치,소리,지문,카메라 등 모든 기능 검사 “이상무”입니다

• 구성품은 기기+강화유리필름+케이스 새것 입니다

• 중고폰은 단순변심에 의한 환불 및 교환이 불가하므로 신중한 거래 부탁드립니다

• 허위매물을 올리지 않습니다 한대한대 일일이 찍어서 올리고 있습니다 보시는 제품 그대로 배송됩니다

• 문의가 많은 관계로 애눌, 흥정, 교신, 교환 정중히 사양합니다 답변하지않겠습니다


안산직거래
전지역택배가능(오후 5시 이전 주문건 당일출고됩니다 , 우체국택배는 따로 문의 해주세요^^)
ol0 5o 34 24l 3"
