폰모델 제목,가격,등록시간,내용
리퍼폰 갤럭시 노트20울트라 센터판 수리후 미사용,600000,2022-07-08,"갤럭시 노트20 울트라  256GB 브론즈

삼성 공식 서비스센터에서
액정, 배터리, 테두리 교체 후 미사용입니다
수리내역서, 영수증 동봉해드리며
서비스센터 방문시 이력 조회 가능합니다

서비스센터 정품 보호필름 붙어있습니다
전면, 측면 초기보호비닐도 붙어있으니 떼시면 됩니다
후면 깨끗합니다

투명케이스 같이 드립니다

최초통신사 U+
정상해지 단말이며 선택약정 가능합니다
모든 통신사 다 이용가능하며
교통카드 등록은 안드로이드11 이상 단말의 경우 통신사와 관계없이 가능합니다

기기무상보증기한 ~2022.09.30
수리일자 2022.07.07
액정, 배터리 무상보증기한(수리일로부터 1년)
~2023.07.31

CJ대한통운으로 발송됩니다
우체국 방문접수(익일발송) +2000원
중나페이 가능합니다(바로 결제주셔도 됩니다)"
갤럭시A52s 풀교체 리퍼폰 센터판 수리후 미사용,350000,2022-07-08,"갤럭시 A52s 128GB 블랙

삼성 공식 서비스센터에서
액정, 배터리, 테두리, 후면, 유심트레이 풀교체 후 미사용입니다
수리내역서, 영수증 동봉해드리며
서비스센터 방문시 이력 조회 가능합니다

서비스센터 정품 보호필름 붙어있습니다
전면, 측면, 후면 초기보호비닐도 붙어있으니 떼시면 됩니다

투명케이스 같이 드립니다.

최초통신사 U+
정상해지 단말이며 선택약정 가능합니다
모든 통신사 다 이용가능하며
교통카드 등록은 안드로이드11 이상 단말의 경우 통신사와 관계없이 가능합니다

기기무상보증기한 ~2023.11.30
수리일자 2022.06.23

CJ대한통운으로 발송됩니다
우체국 방문접수(익일발송) +2000원
중나페이 가능합니다"
풀교체 리퍼폰 갤럭시S10 센터판 수리후 미사용,295000,2022-07-08,"갤럭시S10 128GB 블랙

삼성 공식 서비스센터에서
액정, 배터리, 테두리, 후면 외관 풀교체 후 미사용입니다
수리영수증 동봉해드리며
서비스센터 방문시 이력 조회 가능합니다

서비스센터 정품 보호필름 붙어있습니다
전면, 측면, 후면 초기보호비닐도 붙어있으니 떼시면 됩니다

투명케이스 같이 드립니다

최초통신사 SKT
정상해지 단말이며 선택약정 가능합니다
모든 통신사 다 이용가능하며
교통카드 등록은 안드로이드11 이상 단말의 경우 통신사와 관계없이 가능합니다

수리일자 2022.06.16
액정, 배터리 무상보증기한(수리일로부터 1년)
~2023.06.30

CJ대한통운으로 발송됩니다
우체국 방문접수(익일발송) +2000원
중나페이 가능합니다"
S21 바이올렛256 개통21년6월 무잔상 판매해요,400000,2022-07-08,"# 색상 : 바이올렛
# 용량 : 256기가 
# 3사호환, 정상해지, 25%요금할인까지!!

최초통신사는 LG입니다
무잔상이구요 
외관은 액정은 기스없이 깨끗하구요 
뒷판하단에 미세한 기스가 살짝있구요 
상하단테두리에 작은흠집이 살짝있네요

추가구성품
액정보호필름, 젤리케이스

* 고객님들간에 개인거래 하셨을 때(분실,도난,침수,메인보드,잔상,케이블등등) 
  모르고 사셨던 분들도 계실겁니다. 
  저희는 중고폰 전문매장으로써 오늘 하루만 장사를 하는 것이 아니기에
  신뢰를 바탕으로 대량으로 매입을 하기에 저렴한 가격에 판매를 하고 있습니다.
  
택배거래시 평일오후5시이전 주문시
우체국또는 로젠택배로 당일발송 익일 받으실수 있습니다
  
*A/S 본인과실 외 30일 무상으로 수리
  
* 매장 방문시 더 많은제품을 직접 보시고 구매 하실 수 있습니다.

         휴대폰 $ 010-2223-2534 $"
S10 5G 크라운실버 256G 무잔상 LG 판매중,270000,2022-07-08,"◆중고폰을 전문적으로 판매하는 매장으로 제품을 대량으로 매입하고 있어 조금 더 저렴한 가격에 판매하고 있구요 ◆

◆삼성엔지니어분들하고 똑같은 16가지방법으로 기능테스트 3차로하고 있어서 걱정말고 믿고 구매하셔도 되세요◆

◆만약에 분실이나 도난됐다! 날짜 상관없이 언제든지 100% 교환또는 환불해드리깐 걱정 하지마시고 사용하시면 되세요◆

◆SK /KT / LG /알뜰 상관없이 사용중인 유심 넣고 전원만 한번 껏다가 켜서 바로 사용하시면 되세요 ◆



◆  색상 :  크라운실버 

◆  기가 :  256G

◆  최초통신사 :  LG


◆기능테스트 완료한 제품입니다◆
무잔상이에요 
액정이나 뒷판은 기스없이 아주 깨끗하구요 
테두리에 잔콕들이 살짝씩 있어요 
카메라테두리에 잔흠집이 살짝 있습니다 


         ◆요금할인 25%가능◆
정상해지/알뜬폰/3사 모든 통신사 가능

         ◆추가구성품◆
액정필름 + 케이스 +  유심핀 
후기 남겨주시면 밤에~ 좋은 꿈꾸실꺼에요
그라고 만남은 대구라예~

         ◆A/S기간◆
구매한날로 부터 본인 과실이 아닌 이상이 있을시에만 7일이내에 교환 또는 환불 가능합니다 (단순변심X)


◆외관 사진 최대한 잘찍으려고 카메라기능 중에 프로기능으로  찍어서 크게 보일수있겠지만 직접 받아 보시면  어! 작네 하실 꺼에요◆


◆판매자의 다른 상품클릭하면 다양한 제품들이 더 많으니깐 구경해보세요◆

         ◆퀵거래가능◆
퀵은 되는데 고객님이 부담하셔야 됩니다
  
         ◆로젠택배배송◆
택배는 평일6시30분전과 토요일 3시이전 구매건은 당일 로젠택배로 출발해 집앞으로 갈꺼에요

          ◆대구매장방문가능◆
◆대구 서구 서대구로299.20호◆
             상호 T SMART 
북부정류장앞 세븐일레븐 편의점 맞은편이에요
◆궁금하실때는 언제든지 ◆
       ㅇlㅇ - 858l  - 3l3q"
Z플립3 크림256 개통21년11월 판매해요,570000,2022-07-08,"# 색상 : 크림
# 용량 : 256기가
# 3사호환, 정상해지, 25%요금할인까지!!

최초통신사는 SK입니다
무잔상이구요
외관은 액정과 뒷판은 기스없이 깨끗하구요
전체적으로 엄청 깨끗한데 
삼성로고부분 모서리에 작은흠집이 살짝있네요

추가구성품
젤리케이스

* 고객님들간에 개인거래 하셨을 때(분실,도난,침수,메인보드,잔상,케이블등등) 
  모르고 사셨던 분들도 계실겁니다. 
  저희는 중고폰 전문매장으로써 오늘 하루만 장사를 하는 것이 아니기에
  신뢰를 바탕으로 대량으로 매입을 하기에 저렴한 가격에 판매를 하고 있습니다.
  
택배거래시 평일오후5시이전 주문시
우체국또는 로젠택배로 당일발송 익일 받으실수 있습니다
  
*A/S 본인과실 외 30일 무상으로 수리
  
* 매장 방문시 더 많은제품을 직접 보시고 구매 하실 수 있습니다.

         휴대폰 $ 010-2223-2534 $"
갤럭시노트9 128G 강력추천S급 브라운 안산노트9,199000,2022-07-08,"• 갤럭시노트9 128g 브라운 2555 판매합니다( 4g lte 선불유심 알뜰유심 전부 그대로 사용 가능합니다)

• 제 모든 휴대폰 사진은 실사입니다 

• 외관보시면 상태는 전체적으로 깔끔합니다 테두리 사진보시면 큰찍힘없고 전체적으로 깔끔합니다 액정은 깨짐없고 생활기스 살짝 있지만 필름 깔끔하게 붙혀드리겠습니다^^ 뒷판은 깨짐없고 깔끔합니다 흰화면 보시면 잔상없고 깨끗합니다 참고하세요 —>중고폰 특성상 미세한 생활기스 있을수 있습니다 (사진에서 꼭 확인해주세요^^) 

• 배터리 양호합니다 

• 정상해지 공기계이고 3사 전부 유심만 꽂으면 사용가능하며 25% 약정할인 가능합니다 

• 최초통신사는 kt이고 최초개통일은 2018년 10월입니다

• 터치,소리,지문,카메라 등 모든 기능 검사 “이상무”입니다

• 구성품은 기기+필름+케이스 새것 입니다

• 중고폰은 단순변심에 의한 환불 및 교환이 불가하므로 신중한 거래 부탁드립니다

• 허위매물을 올리지 않습니다 한대한대 일일이 찍어서 올리고 있습니다 보시는 제품 그대로 배송됩니다

• 문의가 많은 관계로 애눌, 흥정, 교신, 교환 정중히 사양합니다 답변하지않겠습니다


안산직거래
전지역택배가능(오후 5시 이전 주문건 당일출고됩니다 , 우체국택배는 따로 문의 해주세요^^)
OlO . 5o34 . 24l3"
갤럭시S10 LTE 무잔상S급 그린 128g 안산s10,225000,2022-07-08,"• 갤럭시S10 lte 128g 프리즘그린 5344 판매합니다( 4g lte 선불유심 알뜰유심 전부 그대로 사용 가능합니다)

• 제 모든 휴대폰 사진은 실사입니다 

• 외관보시면 상태는 전체적으로 깔끔합니다 테두리 사진보시면 아래테두리 찍힘 있고 그외 깔끔합니다 액정은 깨짐없고 깔끔합니다 뒷판은 깨짐없고 깔끔합니다 흰화면 보시면 잔상없고 깔끔합니다 참고하세요 —>중고폰 특성상 미세한 생활기스 있을수 있습니다 (사진에서 꼭 확인해주세요^^) 

• 배터리 양호합니다 

• 정상해지 공기계이고 3사 전부 유심만 꽂으면 사용가능하며 25% 약정할인 가능합니다 

• 최초통신사는 kt이고 최초개통일은 2019년 5월입니다

• 터치,소리,지문,카메라 등 모든 기능 검사 “이상무”입니다

• 구성품은 기기+필름+케이스 새것 입니다

• 중고폰은 단순변심에 의한 환불 및 교환이 불가하므로 신중한 거래 부탁드립니다

• 허위매물을 올리지 않습니다 한대한대 일일이 찍어서 올리고 있습니다 보시는 제품 그대로 배송됩니다

• 문의가 많은 관계로 애눌, 흥정, 교신, 교환 정중히 사양합니다 답변하지않겠습니다


안산직거래
전지역택배가능(오후 5시 이전 주문건 당일출고됩니다 , 우체국택배는 따로 문의 해주세요^^)
OlO . 5o34 . 24l3"
노트10플러스 256G 아우라블랙 무잔상 A급 판매중,340000,2022-07-08,"◆중고폰을 전문적으로 판매하는 매장으로 제품을 대량으로 매입하고 있어 조금 더 저렴한 가격에 판매하고 있구요 ◆

◆삼성엔지니어분들하고 똑같은 16가지방법으로 기능테스트 3차로하고 있어서 걱정말고 믿고 구매하셔도 되세요◆

◆만약에 분실이나 도난됐다! 날짜 상관없이 언제든지 100% 교환또는 환불해드리깐 걱정 하지마시고 사용하시면 되세요◆

◆SK /KT / LG /알뜰 상관없이 사용중인 유심 넣고 전원만 한번 껏다가 켜서 바로 사용하시면 되세요 ◆



◆  색상 :  아우라블랙 

◆  기가 :  256G

◆  최초통신사 :  sk


◆기능테스트 완료한 제품입니다◆
무잔상이에요 
전체적인 외관은 기스없이 아주 깨끗하구요 
하단 모서리에 작은 흠집이 있습니다 


         ◆요금할인 25%가능◆
정상해지/알뜬폰/3사 모든 통신사 가능

         ◆추가구성품◆
액정필름 + 케이스 +  유심핀 
후기 남겨주시면 밤에~ 좋은 꿈꾸실꺼에요
그라고 만남은 대구라예~

         ◆A/S기간◆
구매한날로 부터 본인 과실이 아닌 이상이 있을시에만 7일이내에 교환 또는 환불 가능합니다 (단순변심X)


◆외관 사진 최대한 잘찍으려고 카메라기능 중에 프로기능으로  찍어서 크게 보일수있겠지만 직접 받아 보시면  어! 작네 하실 꺼에요◆


◆판매자의 다른 상품클릭하면 다양한 제품들이 더 많으니깐 구경해보세요◆

         ◆퀵거래가능◆
퀵은 되는데 고객님이 부담하셔야 됩니다
  
         ◆로젠택배배송◆
택배는 평일6시30분전과 토요일 3시이전 구매건은 당일 로젠택배로 출발해 집앞으로 갈꺼에요

          ◆대구매장방문가능◆
◆대구 서구 서대구로299.20호◆
             상호 T SMART 
북부정류장앞 세븐일레븐 편의점 맞은편이에요
◆궁금하실때는 언제든지 ◆
       ㅇlㅇ - 858l  - 3l3q"
갤럭시S10플러스 128g 외관S급 화이트 서울s10+,240000,2022-07-08,"• 갤럭시S10플러스 128기가 프리즘화이트 2811 판매합니다( 4g lte 선불유심 알뜰유심 전부 그대로 사용 가능합니다)

• 제 모든 휴대폰 사진은 실사입니다 

• 외관보시면 상태는 전체적으로 깔끔합니다 테두리 사진보시면 큰찍힘없고 전체적으로 깔끔합니다 액정은 깨짐없고 깔끔합니다 뒷판은 깨짐없고 깔끔합니다 흰화면 보시면 사진에는 잘 안보이지만 미세잔상 있어서 저렴하게 판매합니다 가성비폰 강추합니다 참고하세요 —>중고폰 특성상 미세한 생활기스 있을수 있습니다 (사진에서 꼭 확인해주세요^^) 

• 배터리 양호합니다 

• 정상해지 공기계이고 3사 전부 유심만 꽂으면 사용가능하며 25% 약정할인 가능합니다 

• 최초통신사는 skt이고 최초개통일은 2019년 8월입니다

• 터치,소리,지문,카메라 등 모든 기능 검사 “이상무”입니다

• 구성품은 기기+필름+케이스 새것 입니다

• 중고폰은 단순변심에 의한 환불 및 교환이 불가하므로 신중한 거래 부탁드립니다

• 허위매물을 올리지 않습니다 한대한대 일일이 찍어서 올리고 있습니다 보시는 제품 그대로 배송됩니다

• 문의가 많은 관계로 애눌, 흥정, 교신, 교환 정중히 사양합니다 답변하지않겠습니다


안산직거래
전지역택배가능(오후 5시 이전 주문건 당일출고됩니다 , 우체국택배는 따로 문의 해주세요^^)
OlO . 5o34 . 24l3"
16341 갤럭시노트10 N971 256기가 화이트 무,240000,2022-07-08,"16341 갤럭시노트10 N971 256기가 화이트 무잔상 정상해지 공기계 24만


1. 제품정보 
- 기기명: 갤럭시노트10
- 색상: 화이트
- 최초통신사: KT
- 최초통화일: 20.12.04
- 제품상태: 기기상태는 사진과 동일하니 첨부된 사진 참고바랍니다.
- 가격: 240,000원
- 구성품: 기기단품

​2. 제품설명
- 통신3사(SK,KT,LG) 호환 가능하고 기능상 문제없는 정상제품 입니다.
- 정상해지 기계이며 선택약정 25% 할인 가능 합니다.

3. 거래방식
- 수원시청역 직거래 or 택배거래(선불 3000원)
- 010-7572-6367 가격조정 절대 불가능하니 네고문의 사양합니다!"
